name,n_frames,n_visits,mjd_first_neo,mjd_last_neo,w1_first,w1_last,dw1_neowise,w1_slope_2yr,w1_amp_visits,w1_flux_last_mjy,w2_last
J164407.45+491912.0,668,22,56700.293054584996,60513.64186259,15.441500000000001,15.492999999999999,0.051499999999997215,0.012018897945550772,0.1769999999999996,0.19656979206374092,14.904
J165234.96+393733.4,82,12,57609.29817239,60361.237614475,15.190000000000001,14.71,-0.4800000000000004,-0.0014022293832620294,0.5380000000000003,0.4043121367123299,13.896
J165252.60+360057.4,461,21,56714.35783442,60362.7191302,13.578,13.521,-0.05699999999999861,0.048515419292485276,0.2870000000000008,1.2086951466374387,12.522
J170643.86+412109.1,126,18,56716.859510215,60164.678122895,16.366,16.2155,-0.15050000000000097,0.07346367457800837,0.44899999999999807,0.10104545370324344,14.9985
J211834.39+005322.2,271,21,56792.17827829,60443.230374545004,15.351,15.208,-0.14300000000000068,-0.021453280232754363,0.37100000000000044,0.2555740636016051,14.5365
J212928.91+000415.9,283,21,56794.317228105,60445.474769395005,14.452,14.577,0.125,0.05507812283650267,0.5609999999999982,0.4570006084159306,14.135000000000002
J213517.46+002020.4,225,21,56795.86361773,60446.755980195,15.5005,15.903500000000001,0.40300000000000047,-0.16983693732164926,0.5584999999999987,0.13468423946769517,14.67
J220946.60-003822.8,269,21,56806.06355553,60454.34864313,15.106,15.089,-0.01699999999999946,-0.02106183834259117,0.4559999999999995,0.28517849862252437,14.706
J221003.68-005054.7,250,21,56806.06361919,60454.38066862,15.496,15.489,-0.006999999999999673,0.005873068970530934,0.4590000000000014,0.19729531758722554,14.664
J221026.83-001721.1,271,21,56806.39246872,60454.6687708,14.9025,14.503,-0.39949999999999974,-0.0658347720098788,0.48799999999999955,0.48923416553108834,13.7775
J221055.80-001702.4,134,20,56806.52413584,60454.86085738,16.048,15.9355,-0.11249999999999893,-0.06829852791199195,0.7195,0.1307726059801648,14.7955
J222210.54+203340.7,228,21,56817.08144801,60468.173524419995,15.464,15.432,-0.03200000000000003,0.14347265985104465,0.31549999999999834,0.207929820310556,14.758
J222306.32+194431.6,292,21,56816.91705505,60467.91763839,15.413,15.513,0.09999999999999964,-0.178514936336597,0.4920000000000009,0.19298198901844332,14.724499999999999
J222515.86+212758.3,122,17,56818.23283502,60264.94715902,16.323,16.2305,-0.09250000000000114,0.05260372437515744,0.541999999999998,0.0996590581038072,14.793
J225350.57+193842.6,306,21,56823.76043266,60474.69927331,14.945,14.6335,-0.31150000000000055,-0.006577805564855733,0.6509999999999998,0.4338272004271375,13.841
J232710.20+245645.9,255,22,56648.52763882,60484.48110869,16.089,15.7685,-0.3204999999999991,-0.0980255602479534,0.6784999999999979,0.15251648169532284,14.606
J233650.69+004042.5,282,22,56640.48419344,60476.74966859,14.606,14.6405,0.03449999999999953,0.035653612200948266,0.2909999999999986,0.43103921017818186,14.184
J233830.25+002501.8,278,22,56640.74778323,60476.97327386,14.967,15.135,0.16799999999999926,0.04875729316518866,0.26750000000000007,0.2733485523755617,14.5955
J235042.15-010425.0,253,22,56642.921889485006,60479.1479503,15.437000000000001,15.3315,-0.10550000000000104,0.061109354565051816,0.3520000000000003,0.2280955319897699,14.437
J235214.78+005103.3,117,21,56643.84464478,60278.0599194,16.095,16.052,-0.04299999999999926,0.0806708636579005,0.30600000000000094,0.11746724365951133,14.889
J235439.15+005751.9,280,22,56644.60249715,60480.71407875,14.824,14.491,-0.3330000000000002,0.1121888330171984,1.209999999999999,0.4946713731253005,13.436
J235720.13-005830.0,38,5,57727.52736421,59911.84286016,14.514,14.41725,-0.09675000000000011,-0.013839341935970178,0.12849999999999895,0.5294400346720866,14.161999999999999
J235720.19+004012.8,207,22,56645.06365188,60481.353505715,15.2995,15.278,-0.02149999999999963,-0.1343486725469786,0.2419999999999991,0.23961653198852365,14.608
